ID;ARTICLE;NAME;BRAND;MODEL;QUANTITY;PRICE;Ширина;Диаметр;KOL_VO_KREPEZHNYKH_OTVERSTIY;PCD;PCD2;ET;DIA;LZ2;WHEEL_TYPE;COLOR;SHOP_LENGTH;SHOP_WIDTH;SHOP_HEIGHT;SHOP_WEIGHT;CATEGORY;Код поставщика;Год производства;Товар SALE;Срок доставки;Расшифровка цвета;Артикул поставщика;Изображение ММ 1;Изображение ММ 1_SHA1;PRODUCT_IMAGE;PRODUCT_IMAGE_SHA1;WAREHOUSE_ID;WAREHOUSE_NAME
w580202;9333689;NZ R-02 6.5x16 5*108 ET50 DIA63.3 HS Литой;NZ;R-02;4;9063.00;6.5;16;5;108;;50;63.3;;Литой;HS;410;410;170;10000;легковые;КА-00029127;;;0;Серый;КА-00029127;https://lk.selectyre.ru/media/wheels/big/nz/r-02_64741.jpg;870fce3c5bb1ce7c0a38b34f41f3e8055a8c0b91;https://lk.selectyre.ru/media/wheels/big/nz/r-02_64741.jpg;870fce3c5bb1ce7c0a38b34f41f3e8055a8c0b91;zapaska_novosibirsk;Новосибирск
w580214;WHS504839;RST R076 6x16 4*100 ET48 DIA60.1 BL Литой;RST;R076;20;7560.00;6;16;4;100;;48;60.1;;Литой;BL;410;410;150;10000;легковые;WHS504839;;;0;Черный и комбинации;WHS504839;https://lk.selectyre.ru/media/wheels/big/rst/r076_81427.jpg;52ce97176a8e7e9fd17a6602e71d214d63537cf9;https://lk.selectyre.ru/media/wheels/big/rst/r076_81427.jpg;52ce97176a8e7e9fd17a6602e71d214d63537cf9;fortochki_novosibirsk;Новосибирск
w580215;WHS504855;Venti 1419 5.5x14 4*98 ET35 DIA58.6 BL Литой;Venti;1419;8;6012.00;5.5;14;4;98;;35;58.6;;Литой;BL;360;360;140;6500;легковые;WHS504855;;;0;Черный и комбинации;WHS504855;https://lk.selectyre.ru/media/wheels/big/venti/1419_80451.jpg;d9abf6a0318bea5dbffdfd707d16645255200b51;https://lk.selectyre.ru/media/wheels/big/venti/1419_80451.jpg;d9abf6a0318bea5dbffdfd707d16645255200b51;fortochki_novosibirsk;Новосибирск
w580326;WHS505004;RST R086 6.5x16 5*112 ET40 DIA57.1 BD Литой;RST;R086;5;8430.00;6.5;16;5;112;;40;57.1;;Литой;BD;410;410;170;10000;легковые;WHS505004;;;0;Черный и комбинации;WHS505004;https://lk.selectyre.ru/media/wheels/big/rst/r086_29332.jpg;13a61f39f9c10e7a9b6338c473aefe5dff470986;https://lk.selectyre.ru/media/wheels/big/rst/r086_29332.jpg;13a61f39f9c10e7a9b6338c473aefe5dff470986;fortochki_novosibirsk;Новосибирск
w580391;666800;iFree Джет 6.5x16 5*112 ET43 DIA57.1 Блэк Джек Литой;iFree;Джет;4;7989.00;6.5;16;5;112;;43;57.1;;Литой;Блэк Джек;410;410;170;10000;легковые;КА-00044077;;;0;Черный и комбинации;КА-00044077;https://lk.selectyre.ru/media/wheels/big/ifree/dzhet_19249.png;784de1d4ac3147dd5c5a2f73aae17694d590e511;https://lk.selectyre.ru/media/wheels/big/ifree/dzhet_19249.png;784de1d4ac3147dd5c5a2f73aae17694d590e511;zapaska_novosibirsk;Новосибирск
w580392;616801;iFree Миконос 6x16 4*100 ET37 DIA60.1 Блэк Джек Литой;iFree;Миконос;4;7989.00;6;16;4;100;;37;60.1;;Литой;Блэк Джек;410;410;150;10000;легковые;КА-00029441;;;0;Черный и комбинации;КА-00029441;https://lk.selectyre.ru/media/wheels/big/ifree/mikonos_52211.jpg;0b3a5c2bb806cdc0641f09c0be2eaf62ffad418f;https://lk.selectyre.ru/media/wheels/big/ifree/mikonos_52211.jpg;0b3a5c2bb806cdc0641f09c0be2eaf62ffad418f;zapaska_novosibirsk;Новосибирск
w580393;616803;iFree Миконос 6x16 4*100 ET41 DIA60.1 Блэк Джек Литой;iFree;Миконос;4;7989.00;6;16;4;100;;41;60.1;;Литой;Блэк Джек;410;410;150;10000;легковые;КА-00029446;;;0;Черный и комбинации;КА-00029446;https://lk.selectyre.ru/media/wheels/big/ifree/mikonos_52211.jpg;0b3a5c2bb806cdc0641f09c0be2eaf62ffad418f;https://lk.selectyre.ru/media/wheels/big/ifree/mikonos_52211.jpg;0b3a5c2bb806cdc0641f09c0be2eaf62ffad418f;zapaska_novosibirsk;Новосибирск
w580394;WHS505559;iFree Миконос 6x16 4*100 ET41 DIA60.1 Нео-классик Литой;iFree;Миконос;4;7434.00;6;16;4;100;;41;60.1;;Литой;Нео-классик;410;410;150;10000;легковые;WHS505559;;;0;Серебристый;WHS505559;https://lk.selectyre.ru/media/wheels/big/ifree/mikonos_62523.jpg;d714e50bfe55a3bcf3e3caa309715aaf01528cea;https://lk.selectyre.ru/media/wheels/big/ifree/mikonos_62523.jpg;d714e50bfe55a3bcf3e3caa309715aaf01528cea;fortochki_novosibirsk;Новосибирск
w580396;WHS505393;K&K КС945 6x15 4*100 ET50 DIA60.1 Сильвер Литой;K&K;КС945;8;7033.00;6;15;4;100;;50;60.1;;Литой;Сильвер;390;390;150;8000;легковые;WHS505393;;;0;Серебристый;WHS505393;https://lk.selectyre.ru/media/wheels/big/kk/ks945_95451.jpg;b42dd53a27ea6198541a281d30b036d182c30fef;https://lk.selectyre.ru/media/wheels/big/kk/ks945_95451.jpg;b42dd53a27ea6198541a281d30b036d182c30fef;fortochki_novosibirsk;Новосибирск
w580397;77056;K&K Роквуд 7x17 5*108 ET33 DIA60.1 Алмаз черный Литой;K&K;Роквуд;4;12780.00;7;17;5;108;;33;60.1;;Литой;Алмаз черный;440;440;180;11000;легковые;КА-00044106;;;0;Черный и комбинации;КА-00044106;https://lk.selectyre.ru/media/wheels/big/kk/rokvud_57286.jpg;4aea53cb5e6c92ac190178c808abe75c465e7fdf;https://lk.selectyre.ru/media/wheels/big/kk/rokvud_57286.jpg;4aea53cb5e6c92ac190178c808abe75c465e7fdf;zapaska_novosibirsk;Новосибирск
w580398;77055;K&K Роквуд 7x17 5*108 ET33 DIA60.1 Дарк платинум Литой;K&K;Роквуд;4;13402.00;7;17;5;108;;33;60.1;;Литой;Дарк платинум;440;440;180;11000;легковые;7243677;;;0;Серебристый;7243677;https://lk.selectyre.ru/media/wheels/big/kk/rokvud_10799.jpg;c0c840a5ee42e17936edb965b276cf0533d5d647;https://lk.selectyre.ru/media/wheels/big/kk/rokvud_10799.jpg;c0c840a5ee42e17936edb965b276cf0533d5d647;brineks_novosibirsk-2;Новосибирск 2
w580456;9333690;NZ R-02 6.5x16 5*108 ET50 DIA63.3 Graphite Литой;NZ;R-02;4;9063.00;6.5;16;5;108;;50;63.3;;Литой;Graphite;410;410;170;10000;легковые;КА-00029131;;;0;Серый;КА-00029131;https://lk.selectyre.ru/media/wheels/big/nz/r-02_29235.jpg;9473c60046bfc9e6175bdb2169b46496d7ed6486;https://lk.selectyre.ru/media/wheels/big/nz/r-02_29235.jpg;9473c60046bfc9e6175bdb2169b46496d7ed6486;zapaska_novosibirsk;Новосибирск
w580547;9323082;Cross Street CR-17 6x15 4*100 ET43 DIA60.1 BKF Литой;Cross Street;CR-17;19;7775.00;6;15;4;100;;43;60.1;;Литой;BKF;390;390;150;8000;легковые;КА-00023750;;;0;Черный и комбинации;КА-00023750;https://lk.selectyre.ru/media/wheels/big/cross-street/cr-17_53909.png;cd7275a22742013b2b876f82ac88f4452232a0fb;https://lk.selectyre.ru/media/wheels/big/cross-street/cr-17_53909.png;cd7275a22742013b2b876f82ac88f4452232a0fb;zapaska_novosibirsk;Новосибирск
w580548;9323083;Cross Street CR-17 6x15 4*100 ET43 DIA60.1 GMF Литой;Cross Street;CR-17;8;7775.00;6;15;4;100;;43;60.1;;Литой;GMF;390;390;150;8000;легковые;КА-00023751;;;0;Серый;КА-00023751;https://lk.selectyre.ru/media/wheels/big/cross-street/cr-17_87097.png;bf9b32c4e26deba4feb1de311d3e0654a1ecf92b;https://lk.selectyre.ru/media/wheels/big/cross-street/cr-17_87097.png;bf9b32c4e26deba4feb1de311d3e0654a1ecf92b;zapaska_novosibirsk;Новосибирск
w580644;WHS505494;iFree Панган 6x16 4*100 ET45 DIA54.1 Блэк Джек Литой;iFree;Панган;4;8227.00;6;16;4;100;;45;54.1;;Литой;Блэк Джек;410;410;150;10000;легковые;WHS505494;;;0;Черный и комбинации;WHS505494;https://lk.selectyre.ru/media/wheels/big/ifree/pangan_77383.jpg;98f70142a8de052dc5c657fbf233907775aa2962;https://lk.selectyre.ru/media/wheels/big/ifree/pangan_77383.jpg;98f70142a8de052dc5c657fbf233907775aa2962;fortochki_novosibirsk;Новосибирск
w580646;WHS505493;iFree Панган 6x16 4*100 ET45 DIA54.1 Хай Вэй Литой;iFree;Панган;4;7692.00;6;16;4;100;;45;54.1;;Литой;Хай Вэй;410;410;150;10000;легковые;WHS505493;;;0;Серый;WHS505493;https://lk.selectyre.ru/media/wheels/big/ifree/pangan_53434.jpg;884c6d1f42d5c4997aeac8e26152cff8f6b6d5d6;https://lk.selectyre.ru/media/wheels/big/ifree/pangan_53434.jpg;884c6d1f42d5c4997aeac8e26152cff8f6b6d5d6;fortochki_novosibirsk;Новосибирск
w580655;77378;K&K Лацио 7.5x17 5*114.3 ET45 DIA67.1 Алмаз черный Литой;K&K;Лацио;4;12780.00;7.5;17;5;114.3;;45;67.1;;Литой;Алмаз черный;440;440;190;11000;легковые;КА-00053195;;;0;Черный и комбинации;КА-00053195;https://lk.selectyre.ru/media/wheels/big/kk/lacio_97030.jpg;7fc1605591b30afe0a538aa506f4d6084220b163;https://lk.selectyre.ru/media/wheels/big/kk/lacio_97030.jpg;7fc1605591b30afe0a538aa506f4d6084220b163;zapaska_novosibirsk;Новосибирск
w580676;9333893;NZ R-04 6.5x16 5*114.3 ET45 DIA67.1 HS Литой;NZ;R-04;8;9063.00;6.5;16;5;114.3;;45;67.1;;Литой;HS;410;410;170;10000;легковые;КА-00048758;;;0;Серый;КА-00048758;https://lk.selectyre.ru/media/wheels/big/nz/r-04_56575.jpg;687df168597f276a90374bfdd088ce0456bb3f7c;https://lk.selectyre.ru/media/wheels/big/nz/r-04_56575.jpg;687df168597f276a90374bfdd088ce0456bb3f7c;zapaska_novosibirsk;Новосибирск
w580690;WHS504840;RST R076 6x16 4*100 ET48 DIA54.1 BL Литой;RST;R076;4;7560.00;6;16;4;100;;48;54.1;;Литой;BL;410;410;150;10000;легковые;WHS504840;;;0;Черный и комбинации;WHS504840;https://lk.selectyre.ru/media/wheels/big/rst/r076_81427.jpg;52ce97176a8e7e9fd17a6602e71d214d63537cf9;https://lk.selectyre.ru/media/wheels/big/rst/r076_81427.jpg;52ce97176a8e7e9fd17a6602e71d214d63537cf9;fortochki_novosibirsk;Новосибирск
w580694;WHS505572;K&K КС945 6x15 4*100 ET50 DIA60.1 Алмаз черный Литой;K&K;КС945;4;7517.00;6;15;4;100;;50;60.1;;Литой;Алмаз черный;390;390;150;8000;легковые;WHS505572;;;0;Черный и комбинации;WHS505572;https://lk.selectyre.ru/media/wheels/big/kk/ks945_18444.jpg;4435c18d75752ba6a0f8bf2c1ed1f62e27df63d3;https://lk.selectyre.ru/media/wheels/big/kk/ks945_18444.jpg;4435c18d75752ba6a0f8bf2c1ed1f62e27df63d3;fortochki_novosibirsk;Новосибирск
w580699;WHS505350;Khomen KHW 1707 6.5x17 4*100 ET41 DIA60.1 F-Silver Литой;Khomen;KHW 1707;4;10487.00;6.5;17;4;100;;41;60.1;;Литой;F-Silver;440;440;170;11000;легковые;WHS505350;;;0;Серебристый;WHS505350;https://lk.selectyre.ru/media/wheels/big/khomen/knw-1707_58616.jpg;0363b1a76f1c333d703a1dd3841b00ed71cb68bb;https://lk.selectyre.ru/media/wheels/big/khomen/knw-1707_58616.jpg;0363b1a76f1c333d703a1dd3841b00ed71cb68bb;fortochki_novosibirsk;Новосибирск
w580754;166419;Neo 654 6.5x16 5*100 ET38 DIA57.1 BD Литой;Neo;654;16;8656.00;6.5;16;5;100;;38;57.1;;Литой;BD;410;410;170;10000;легковые;КА-00045573;;;0;Черный и комбинации;КА-00045573;https://lk.selectyre.ru/media/wheels/big/neo/654_82785.jpg;90317f5e67b97af98fcdd69b840358ae52283a75;https://lk.selectyre.ru/media/wheels/big/neo/654_82785.jpg;90317f5e67b97af98fcdd69b840358ae52283a75;zapaska_novosibirsk;Новосибирск
w580816;KHW102410;Khomen KHW 1802 7x18 5*114.3 ET51 DIA67.1 F-Silver Литой;Khomen;KHW 1802;4;11407.00;7;18;5;114.3;;51;67.1;;Литой;F-Silver;460;460;180;13000;легковые;КА-00022027;;;0;Серебристый;КА-00022027;https://lk.selectyre.ru/media/wheels/big/khomen/knw-1802_82036.jpg;6ad608faf504788e806a878e0b545619c96d548c;https://lk.selectyre.ru/media/wheels/big/khomen/knw-1802_82036.jpg;6ad608faf504788e806a878e0b545619c96d548c;zapaska_novosibirsk;Новосибирск
w580902;77639;X'trike X-113 7x17 5*114.3 ET40 DIA64.1 HSB Литой;X'trike;X-113;4;10611.00;7;17;5;114.3;;40;64.1;;Литой;HSB;440;440;180;11000;легковые;7248900;;;0;Серый;7248900;https://lk.selectyre.ru/media/wheels/big/xtrike/x-113_15217.jpg;5e8e2fea08a47b4f550760d62956e11f7f5d12a1;https://lk.selectyre.ru/media/wheels/big/xtrike/x-113_15217.jpg;5e8e2fea08a47b4f550760d62956e11f7f5d12a1;brineks_novosibirsk-2;Новосибирск 2
w580929;3770005;Скад KL-328 7x18 5*108 ET33 DIA60.1 Алмаз Литой;Скад;KL-328;4;13571.00;7;18;5;108;;33;60.1;;Литой;Алмаз;460;460;180;13000;легковые;КА-00046483;;;0;Черный и комбинации;КА-00046483;https://lk.selectyre.ru/media/wheels/big/skad/kl-328_24711.png;3da1df08deb81a928aa8d17d39cfdb5d7208c7bc;https://lk.selectyre.ru/media/wheels/big/skad/kl-328_24711.png;3da1df08deb81a928aa8d17d39cfdb5d7208c7bc;zapaska_novosibirsk;Новосибирск
w580961;166420;Neo 654 6.5x16 5*100 ET38 DIA57.1 Silver Литой;Neo;654;4;8441.00;6.5;16;5;100;;38;57.1;;Литой;Silver;410;410;170;10000;легковые;КА-00045572;;;0;Серебристый;КА-00045572;https://lk.selectyre.ru/media/wheels/big/neo/654_86455.jpg;0fb304c019ce8958df697e7839ac5a90279a60c2;https://lk.selectyre.ru/media/wheels/big/neo/654_86455.jpg;0fb304c019ce8958df697e7839ac5a90279a60c2;zapaska_novosibirsk;Новосибирск
w580963;9345224;Alcasta M63 6x15 4*100 ET40 DIA60.1 HS Литой;Alcasta;M63;8;8407.00;6;15;4;100;;40;60.1;;Литой;HS;390;390;150;8000;легковые;КА-00023882;;;0;Серый;КА-00023882;https://lk.selectyre.ru/media/wheels/big/alcasta/m63_74976.jpg;09e43a557ad4806137a3e13ef8d42a8856c1a9b6;https://lk.selectyre.ru/media/wheels/big/alcasta/m63_74976.jpg;09e43a557ad4806137a3e13ef8d42a8856c1a9b6;zapaska_novosibirsk;Новосибирск
w580966;9345225;Alcasta M63 6x15 4*100 ET40 DIA60.1 Graphite Литой;Alcasta;M63;8;8407.00;6;15;4;100;;40;60.1;;Литой;Graphite;390;390;150;8000;легковые;КА-00023883;;;0;Серый;КА-00023883;https://lk.selectyre.ru/media/wheels/big/alcasta/m63_75889.jpg;09523fccabd43550df9a31daae8fac548d806325;https://lk.selectyre.ru/media/wheels/big/alcasta/m63_75889.jpg;09523fccabd43550df9a31daae8fac548d806325;zapaska_novosibirsk;Новосибирск
w580967;9345229;Alcasta M63 6x15 4*100 ET46 DIA54.1 Graphite Литой;Alcasta;M63;8;8407.00;6;15;4;100;;46;54.1;;Литой;Graphite;390;390;150;8000;легковые;КА-00023887;;;0;Серый;КА-00023887;https://lk.selectyre.ru/media/wheels/big/alcasta/m63_75889.jpg;09523fccabd43550df9a31daae8fac548d806325;https://lk.selectyre.ru/media/wheels/big/alcasta/m63_75889.jpg;09523fccabd43550df9a31daae8fac548d806325;zapaska_novosibirsk;Новосибирск
w581011;WHS505401;Khomen KHW 1707 6.5x17 4*100 ET50 DIA60.1 Black-FP Литой;Khomen;KHW 1707;11;11244.00;6.5;17;4;100;;50;60.1;;Литой;Black-FP;440;440;170;11000;легковые;WHS505401;;;0;Черный и комбинации;WHS505401;https://lk.selectyre.ru/media/wheels/big/khomen/knw-1707_35519.jpg;c3c14dd0a8b23a52216c9d530a6cb8ab809e0015;https://lk.selectyre.ru/media/wheels/big/khomen/knw-1707_35519.jpg;c3c14dd0a8b23a52216c9d530a6cb8ab809e0015;fortochki_novosibirsk;Новосибирск
w581030;9345226;Alcasta M63 6x15 4*100 ET40 DIA60.1 BKF Литой;Alcasta;M63;16;9063.00;6;15;4;100;;40;60.1;;Литой;BKF;390;390;150;8000;легковые;КА-00023884;;;0;Черный и комбинации;КА-00023884;https://lk.selectyre.ru/media/wheels/big/alcasta/m63_59032.jpg;98bd7f2827d1c4c3192ef0a69ab84762559314e0;https://lk.selectyre.ru/media/wheels/big/alcasta/m63_59032.jpg;98bd7f2827d1c4c3192ef0a69ab84762559314e0;zapaska_novosibirsk;Новосибирск
w581031;9345228;Alcasta M63 6x15 4*100 ET46 DIA54.1 HS Литой;Alcasta;M63;12;8407.00;6;15;4;100;;46;54.1;;Литой;HS;390;390;150;8000;легковые;КА-00023886;;;0;Серый;КА-00023886;https://lk.selectyre.ru/media/wheels/big/alcasta/m63_74976.jpg;09e43a557ad4806137a3e13ef8d42a8856c1a9b6;https://lk.selectyre.ru/media/wheels/big/alcasta/m63_74976.jpg;09e43a557ad4806137a3e13ef8d42a8856c1a9b6;zapaska_novosibirsk;Новосибирск
w581032;9345230;Alcasta M63 6x15 4*100 ET46 DIA54.1 BKF Литой;Alcasta;M63;16;9063.00;6;15;4;100;;46;54.1;;Литой;BKF;390;390;150;8000;легковые;КА-00023888;;;0;Черный и комбинации;КА-00023888;https://lk.selectyre.ru/media/wheels/big/alcasta/m63_59032.jpg;98bd7f2827d1c4c3192ef0a69ab84762559314e0;https://lk.selectyre.ru/media/wheels/big/alcasta/m63_59032.jpg;98bd7f2827d1c4c3192ef0a69ab84762559314e0;zapaska_novosibirsk;Новосибирск
w581049;9345218;Alcasta M63 6x15 4*98 ET35 DIA58.6 BKF Литой;Alcasta;M63;12;9063.00;6;15;4;98;;35;58.6;;Литой;BKF;390;390;150;8000;легковые;КА-00023878;;;0;Черный и комбинации;КА-00023878;https://lk.selectyre.ru/media/wheels/big/alcasta/m63_59032.jpg;98bd7f2827d1c4c3192ef0a69ab84762559314e0;https://lk.selectyre.ru/media/wheels/big/alcasta/m63_59032.jpg;98bd7f2827d1c4c3192ef0a69ab84762559314e0;zapaska_novosibirsk;Новосибирск
w581056;WHS505422;RST R037 7x17 5*114.3 ET40 DIA67.1 Silver Литой;RST;R037;4;9492.00;7;17;5;114.3;;40;67.1;;Литой;Silver;440;440;180;11000;легковые;WHS505422;;;0;Серебристый;WHS505422;https://lk.selectyre.ru/media/wheels/big/rst/r037_24899.png;1ffc07017126a160f3e419a928521012c74b80f6;https://lk.selectyre.ru/media/wheels/big/rst/r037_24899.png;1ffc07017126a160f3e419a928521012c74b80f6;fortochki_novosibirsk;Новосибирск
w581059;WHS505573;K&K КС937 6x15 5*100 ET38 DIA57.1 Сильвер Литой;K&K;КС937;8;7033.00;6;15;5;100;;38;57.1;;Литой;Сильвер;390;390;150;8000;легковые;WHS505573;;;0;Серебристый;WHS505573;https://lk.selectyre.ru/media/wheels/big/kk/ks937_12823.jpg;d2a7c2e11b1d44db70d617fa60fc7fcbaf0d725d;https://lk.selectyre.ru/media/wheels/big/kk/ks937_12823.jpg;d2a7c2e11b1d44db70d617fa60fc7fcbaf0d725d;fortochki_novosibirsk;Новосибирск
w581066;WHS505591;iFree Миконос 6x16 4*100 ET45 DIA60.1 Блэк Джек Литой;iFree;Миконос;4;7980.00;6;16;4;100;;45;60.1;;Литой;Блэк Джек;410;410;150;10000;легковые;WHS505591;;;0;Черный и комбинации;WHS505591;https://lk.selectyre.ru/media/wheels/big/ifree/mikonos_52211.jpg;0b3a5c2bb806cdc0641f09c0be2eaf62ffad418f;https://lk.selectyre.ru/media/wheels/big/ifree/mikonos_52211.jpg;0b3a5c2bb806cdc0641f09c0be2eaf62ffad418f;fortochki_novosibirsk;Новосибирск
w581145;WHS506031;iFree Миконос 6x16 4*100 ET45 DIA60.1 Хай Вэй Литой;iFree;Миконос;8;7434.00;6;16;4;100;;45;60.1;;Литой;Хай Вэй;410;410;150;10000;легковые;WHS506031;;;0;Серый;WHS506031;https://lk.selectyre.ru/media/wheels/big/ifree/mikonos_81855.jpg;cc1282c5946e1161c1a1181a47a7d7e55c0268f2;https://lk.selectyre.ru/media/wheels/big/ifree/mikonos_81855.jpg;cc1282c5946e1161c1a1181a47a7d7e55c0268f2;fortochki_novosibirsk;Новосибирск
w581149;76641;K&K Авиор 7x17 5*114.3 ET40 DIA66.1 Алмаз черный Литой;K&K;Авиор;4;12780.00;7;17;5;114.3;;40;66.1;;Литой;Алмаз черный;440;440;180;11000;легковые;КА-00053172;;;0;Черный и комбинации;КА-00053172;https://lk.selectyre.ru/media/wheels/big/kk/avior_30794.jpg;e96fc1dcfc2d237df5ec542d66e3899087eb13a7;https://lk.selectyre.ru/media/wheels/big/kk/avior_30794.jpg;e96fc1dcfc2d237df5ec542d66e3899087eb13a7;zapaska_novosibirsk;Новосибирск
w581264;677804;iFree Rebel 7x17 5*114.3 ET50 DIA66.1 Блэк Джек Литой;iFree;Rebel;4;10792.00;7;17;5;114.3;;50;66.1;;Литой;Блэк Джек;440;440;180;11000;легковые;КА-00037635;;;0;Черный и комбинации;КА-00037635;https://lk.selectyre.ru/media/wheels/big/ifree/rebel_88014.jpg;a3824b3739cfe6111f16f283d69f21193dbc51d1;https://lk.selectyre.ru/media/wheels/big/ifree/rebel_88014.jpg;a3824b3739cfe6111f16f283d69f21193dbc51d1;zapaska_novosibirsk;Новосибирск
w581265;677805;iFree Rebel 7x17 5*114.3 ET50 DIA67.1 Блэк Джек Литой;iFree;Rebel;4;10792.00;7;17;5;114.3;;50;67.1;;Литой;Блэк Джек;440;440;180;11000;легковые;КА-00053132;;;0;Черный и комбинации;КА-00053132;https://lk.selectyre.ru/media/wheels/big/ifree/rebel_88014.jpg;a3824b3739cfe6111f16f283d69f21193dbc51d1;https://lk.selectyre.ru/media/wheels/big/ifree/rebel_88014.jpg;a3824b3739cfe6111f16f283d69f21193dbc51d1;zapaska_novosibirsk;Новосибирск
w581356;9323080;Cross Street CR-17 6x15 4*100 ET40 DIA60.1 BKF Литой;Cross Street;CR-17;15;7775.00;6;15;4;100;;40;60.1;;Литой;BKF;390;390;150;8000;легковые;КА-00023748;;;0;Черный и комбинации;КА-00023748;https://lk.selectyre.ru/media/wheels/big/cross-street/cr-17_53909.png;cd7275a22742013b2b876f82ac88f4452232a0fb;https://lk.selectyre.ru/media/wheels/big/cross-street/cr-17_53909.png;cd7275a22742013b2b876f82ac88f4452232a0fb;zapaska_novosibirsk;Новосибирск
w581374;77073;K&K Роквуд 7x17 5*114.3 ET40 DIA66.1 Дарк платинум Литой;K&K;Роквуд;4;12204.00;7;17;5;114.3;;40;66.1;;Литой;Дарк платинум;440;440;180;11000;легковые;КА-00053176;;;0;Серебристый;КА-00053176;https://lk.selectyre.ru/media/wheels/big/kk/rokvud_10799.jpg;c0c840a5ee42e17936edb965b276cf0533d5d647;https://lk.selectyre.ru/media/wheels/big/kk/rokvud_10799.jpg;c0c840a5ee42e17936edb965b276cf0533d5d647;zapaska_novosibirsk;Новосибирск
w581441;WHS506399;Khomen KHW 1904 8.5x19 5*112 ET30 DIA66.6 Brilliant Silver-FP Литой;Khomen;KHW 1904;4;16334.00;8.5;19;5;112;;30;66.6;;Литой;Brilliant Silver-FP;490;490;220;15000;легковые;WHS506399;;;0;Серебристый;WHS506399;https://lk.selectyre.ru/media/wheels/big/khomen/knw-1904_98919.jpg;5219be5695cb23cd52b506cbce66ab89a8cd9fcb;https://lk.selectyre.ru/media/wheels/big/khomen/knw-1904_98919.jpg;5219be5695cb23cd52b506cbce66ab89a8cd9fcb;fortochki_novosibirsk;Новосибирск
w581472;WHS505635;Neo 781 6.5x17 5*114.3 ET40 DIA64.1 Silver Литой;Neo;781;4;9888.00;6.5;17;5;114.3;;40;64.1;;Литой;Silver;440;440;170;11000;легковые;WHS505635;;;0;Серебристый;WHS505635;https://lk.selectyre.ru/media/wheels/big/neo/781_72050.jpg;841c0f02e1cc734b0cfcb78a8f313162309cf61a;https://lk.selectyre.ru/media/wheels/big/neo/781_72050.jpg;841c0f02e1cc734b0cfcb78a8f313162309cf61a;fortochki_novosibirsk;Новосибирск
w581625;WHS506034;Khomen KHW 1608 6.5x16 5*120 ET51 DIA65.1 Black-FP Литой;Khomen;KHW 1608;4;9012.00;6.5;16;5;120;;51;65.1;;Литой;Black-FP;410;410;170;10000;легковые;WHS506034;;;0;Черный и комбинации;WHS506034;https://lk.selectyre.ru/media/wheels/big/khomen/knw-1608_31164.png;4f6d60d20ccdaf005a1a0b2152b5d9ec6835d26e;https://lk.selectyre.ru/media/wheels/big/khomen/knw-1608_31164.png;4f6d60d20ccdaf005a1a0b2152b5d9ec6835d26e;fortochki_novosibirsk;Новосибирск
w581686;9333829;NZ R-04 6.5x16 5*100 ET35 DIA57.1 Graphite Литой;NZ;R-04;4;9063.00;6.5;16;5;100;;35;57.1;;Литой;Graphite;410;410;170;10000;легковые;КА-00048739;;;0;Серый;КА-00048739;https://lk.selectyre.ru/media/wheels/big/nz/r-04_90583.jpg;0634f43753a05ff2d5339fd43d6175d2ee2b4dca;https://lk.selectyre.ru/media/wheels/big/nz/r-04_90583.jpg;0634f43753a05ff2d5339fd43d6175d2ee2b4dca;zapaska_novosibirsk;Новосибирск
w581687;9333831;NZ R-04 6.5x16 5*100 ET35 DIA57.1 BKF Литой;NZ;R-04;4;9718.00;6.5;16;5;100;;35;57.1;;Литой;BKF;410;410;170;10000;легковые;КА-00048740;;;0;Черный и комбинации;КА-00048740;https://lk.selectyre.ru/media/wheels/big/nz/r-04_28764.jpg;d605b06af8e26e3afdb3792285109ef1f81825a0;https://lk.selectyre.ru/media/wheels/big/nz/r-04_28764.jpg;d605b06af8e26e3afdb3792285109ef1f81825a0;zapaska_novosibirsk;Новосибирск
w581692;9333884;NZ R-04 6.5x16 5*114.3 ET43 DIA67.1 Graphite Литой;NZ;R-04;4;9063.00;6.5;16;5;114.3;;43;67.1;;Литой;Graphite;410;410;170;10000;легковые;КА-00048756;;;0;Серый;КА-00048756;https://lk.selectyre.ru/media/wheels/big/nz/r-04_90583.jpg;0634f43753a05ff2d5339fd43d6175d2ee2b4dca;https://lk.selectyre.ru/media/wheels/big/nz/r-04_90583.jpg;0634f43753a05ff2d5339fd43d6175d2ee2b4dca;zapaska_novosibirsk;Новосибирск
w581766;9333838;NZ R-04 6.5x16 5*108 ET50 DIA63.3 HS Литой;NZ;R-04;4;9063.00;6.5;16;5;108;;50;63.3;;Литой;HS;410;410;170;10000;легковые;КА-00048741;;;0;Серый;КА-00048741;https://lk.selectyre.ru/media/wheels/big/nz/r-04_56575.jpg;687df168597f276a90374bfdd088ce0456bb3f7c;https://lk.selectyre.ru/media/wheels/big/nz/r-04_56575.jpg;687df168597f276a90374bfdd088ce0456bb3f7c;zapaska_novosibirsk;Новосибирск
