ID;ARTICLE;NAME;BRAND;MODEL;QUANTITY;PRICE;Ширина;Диаметр;KOL_VO_KREPEZHNYKH_OTVERSTIY;PCD;PCD2;ET;DIA;LZ2;WHEEL_TYPE;COLOR;SHOP_LENGTH;SHOP_WIDTH;SHOP_HEIGHT;SHOP_WEIGHT;CATEGORY;Код поставщика;Год производства;Товар SALE;Срок доставки;Расшифровка цвета;Артикул поставщика;Изображение ММ 1;Изображение ММ 1_SHA1;PRODUCT_IMAGE;PRODUCT_IMAGE_SHA1;WAREHOUSE_ID;WAREHOUSE_NAME
w446360;WHS112558;iFree Moskva 6.5x16 5*108 ET50 DIA63.3 Хай Вэй Литой;iFree;Moskva;4;7434.00;6.5;16;5;108;;50;63.3;;Литой;Хай Вэй;410;410;170;10000;легковые;WHS112558;;;0;Серый;WHS112558;https://lk.selectyre.ru/media/wheels/big/ifree/moskva_32749.png;dad3aba206bfcb6904169ade2094dba37403bdc2;https://lk.selectyre.ru/media/wheels/big/ifree/moskva_32749.png;dad3aba206bfcb6904169ade2094dba37403bdc2;fortochki_novosibirsk;Новосибирск
w446364;WHS116165;iFree Дайс 6x15 4*100 ET50 DIA60.1 Хай Вэй Литой;iFree;Дайс;4;6880.00;6;15;4;100;;50;60.1;;Литой;Хай Вэй;390;390;150;8000;легковые;WHS116165;;;0;Серый;WHS116165;https://lk.selectyre.ru/media/wheels/big/ifree/days_47002.png;aa31ad0adfa835366bfbe9af7d6ee497367ea561;https://lk.selectyre.ru/media/wheels/big/ifree/days_47002.png;aa31ad0adfa835366bfbe9af7d6ee497367ea561;fortochki_novosibirsk;Новосибирск
w446984;WHS250526;Tech Line 433 5.5x14 4*98 ET38 DIA58.6 BD Литой;Tech Line;433;40;6057.00;5.5;14;4;98;;38;58.6;;Литой;BD;360;360;140;6500;легковые;WHS250526;;;0;Черный и комбинации;WHS250526;https://lk.selectyre.ru/media/wheels/big/tech-line/433_86501.jpeg;ef623b40f81d9599fe384501f9a65704a368b179;https://lk.selectyre.ru/media/wheels/big/tech-line/433_86501.jpeg;ef623b40f81d9599fe384501f9a65704a368b179;fortochki_novosibirsk;Новосибирск
w447078;67972;K&K КС741 6.5x16 5*112 ET50 DIA57.1 Алмаз черный Литой;K&K;КС741;4;9289.00;6.5;16;5;112;;50;57.1;;Литой;Алмаз черный;410;410;170;10000;легковые;7083801;;;0;Черный и комбинации;7083801;https://lk.selectyre.ru/media/wheels/big/kk/ks741_64704.jpg;4475ec289aeb4d0cc976291fa4a76eed03a596cd;https://lk.selectyre.ru/media/wheels/big/kk/ks741_64704.jpg;4475ec289aeb4d0cc976291fa4a76eed03a596cd;brineks_novosibirsk-2;Новосибирск 2
w447088;WHS148349;K&K КС673 7x17 5*112 ET54 DIA57.1 Сильвер Литой;K&K;КС673;4;10221.00;7;17;5;112;;54;57.1;;Литой;Сильвер;440;440;180;11000;легковые;WHS148349;;;0;Серебристый;WHS148349;https://lk.selectyre.ru/media/wheels/big/kk/ks673_18909.png;e31798632f20b0165b5ef36c8278ebbbf2c4ef25;https://lk.selectyre.ru/media/wheels/big/kk/ks673_18909.png;e31798632f20b0165b5ef36c8278ebbbf2c4ef25;fortochki_novosibirsk;Новосибирск
w447112;WHS147926;K&K КС699 7x17 5*112 ET54 DIA57.1 Сильвер Литой;K&K;КС699;4;10221.00;7;17;5;112;;54;57.1;;Литой;Сильвер;440;440;180;11000;легковые;WHS147926;;;0;Серебристый;WHS147926;https://lk.selectyre.ru/media/wheels/big/kk/ks699_42907.png;b1fac39e0e2ea0dd2b7beddcb518179a571eeda2;https://lk.selectyre.ru/media/wheels/big/kk/ks699_42907.png;b1fac39e0e2ea0dd2b7beddcb518179a571eeda2;fortochki_novosibirsk;Новосибирск
w447216;15007 AM;Magnetto 15007 6x15 5*100 ET38 DIA57.1 Black Штампованный;Magnetto;15007;9;2780.00;6;15;5;100;;38;57.1;;Штампованный;Black;390;390;150;9100;легковые;7044809;;;0;Черный и комбинации;7044809;https://lk.selectyre.ru/media/wheels/big/magnetto/15007_46126.jpeg;6366e5e69e81fa9d7f189596f1e0fb633516e352;https://lk.selectyre.ru/media/wheels/big/magnetto/15007_46126.jpeg;6366e5e69e81fa9d7f189596f1e0fb633516e352;brineks_novosibirsk;Новосибирск
w447218;9284725;Trebl X40031 6.5x16 4*108 ET37.5 DIA63.3 Black Штампованный;Trebl;X40031;10;3771.00;6.5;16;4;108;;37.5;63.3;;Штампованный;Black;410;410;170;9700;легковые;КА-00008130;;;0;Черный и комбинации;КА-00008130;https://lk.selectyre.ru/media/wheels/big/trebl/x40031_10398.jpg;cfe80a2eb984c997d4b63ee70032d2863930caa4;https://lk.selectyre.ru/media/wheels/big/trebl/x40031_10398.jpg;cfe80a2eb984c997d4b63ee70032d2863930caa4;zapaska_novosibirsk;Новосибирск
w447231;9271424;Trebl 42B29C 5x13 4*98 ET29 DIA60.1 Silver Штампованный;Trebl;42B29C;40;2048.00;5;13;4;98;;29;60.1;;Штампованный;Silver;340;340;130;8000;легковые;00000025766;;;0;Серебристый;00000025766;https://lk.selectyre.ru/media/wheels/big/trebl/42b29c_56588.jpg;b39044e9a3f052e032e93d7b200335b18442a2b9;https://lk.selectyre.ru/media/wheels/big/trebl/42b29c_56588.jpg;b39044e9a3f052e032e93d7b200335b18442a2b9;zapaska_novosibirsk;Новосибирск
w447234;9138176;Trebl X40015 7x17 5*114.3 ET45 DIA60.1 Silver Штампованный;Trebl;X40015;9;4047.00;7;17;5;114.3;;45;60.1;;Штампованный;Silver;440;440;180;12000;легковые;00000017768;;;0;Серебристый;00000017768;https://lk.selectyre.ru/media/wheels/big/trebl/x40015_85930.jpg;2249951bf017b505473cc3dce4db5d7870e40f0f;https://lk.selectyre.ru/media/wheels/big/trebl/x40015_85930.jpg;2249951bf017b505473cc3dce4db5d7870e40f0f;zapaska_novosibirsk;Новосибирск
w447243;9139485;Trebl X40027 6.5x16 5*130 ET43 DIA84.1 Silver Штампованный;Trebl;X40027;8;5231.00;6.5;16;5;130;;43;84.1;;Штампованный;Silver;410;410;170;9700;легковые;00000015183;;;0;Серебристый;00000015183;https://lk.selectyre.ru/media/wheels/big/trebl/x40027_63550.jpg;eaa62a5e8e839e976dca391fe2b1fc940d4973cf;https://lk.selectyre.ru/media/wheels/big/trebl/x40027_63550.jpg;eaa62a5e8e839e976dca391fe2b1fc940d4973cf;zapaska_novosibirsk;Новосибирск
w447247;9381381;Trebl 64J40H 6x15 5*114.3 ET40 DIA67.1 Black Штампованный;Trebl;64J40H;18;3328.00;6;15;5;114.3;;40;67.1;;Штампованный;Black;390;390;150;9100;легковые;00000021302;;;0;Черный и комбинации;00000021302;https://lk.selectyre.ru/media/wheels/big/trebl/64j40h_30588.jpeg;6c7d1efa5d8d9bf0adafb086dfd120185a6a224f;https://lk.selectyre.ru/media/wheels/big/trebl/64j40h_30588.jpeg;6c7d1efa5d8d9bf0adafb086dfd120185a6a224f;zapaska_novosibirsk;Новосибирск
w447249;9138157;Trebl 7755T 6x15 5*112 ET43 DIA57.1 Black Штампованный;Trebl;7755T;12;3415.00;6;15;5;112;;43;57.1;;Штампованный;Black;390;390;150;9100;легковые;00000022400;;;0;Черный и комбинации;00000022400;https://lk.selectyre.ru/media/wheels/big/trebl/7755t_23208.jpg;72a97cc9a00092fd00a5fdc713c37b26d5f9d2cc;https://lk.selectyre.ru/media/wheels/big/trebl/7755t_23208.jpg;72a97cc9a00092fd00a5fdc713c37b26d5f9d2cc;zapaska_novosibirsk;Новосибирск
w447252;9177970;Trebl X40038 5.5x15 4*100 ET43 DIA60.1 Silver Штампованный;Trebl;X40038;24;2846.00;5.5;15;4;100;;43;60.1;;Штампованный;Silver;390;390;140;9100;легковые;КА-00048306;;;0;Серебристый;КА-00048306;https://lk.selectyre.ru/media/wheels/big/trebl/x40038_42210.jpeg;f6b01343b7115350f1204d2e0a4ba32e44afad7b;https://lk.selectyre.ru/media/wheels/big/trebl/x40038_42210.jpeg;f6b01343b7115350f1204d2e0a4ba32e44afad7b;zapaska_novosibirsk;Новосибирск
w447280;9389170;Trebl X40003 6x15 4*100 ET40 DIA56.6 Black Штампованный;Trebl;X40003;8;3676.00;6;15;4;100;;40;56.6;;Штампованный;Black;390;390;150;9100;легковые;КА-00071761;;;0;Черный и комбинации;КА-00071761;https://lk.selectyre.ru/media/wheels/big/trebl/x40003_69670.jpeg;20d3250c7fc001a9bee07051b83681ca4046e65b;https://lk.selectyre.ru/media/wheels/big/trebl/x40003_69670.jpeg;20d3250c7fc001a9bee07051b83681ca4046e65b;zapaska_novosibirsk;Новосибирск
w447285;9368201;Trebl LT2883D 5.5x16 6*170 ET105 DIA130.1 Silver Штампованный;Trebl;LT2883D;40;3818.00;5.5;16;6;170;;105;130.1;;Штампованный;Silver;410;410;140;9700;легковые;КА-00037279;;;0;Серебристый;КА-00037279;https://lk.selectyre.ru/media/wheels/big/trebl/lt2883d_46334.jpg;b9d383e8c45f60f9de638bf497639acc4bf4d61b;https://lk.selectyre.ru/media/wheels/big/trebl/lt2883d_46334.jpg;b9d383e8c45f60f9de638bf497639acc4bf4d61b;zapaska_novosibirsk;Новосибирск
w447305;9138161;Trebl 9695T 6.5x16 4*108 ET31 DIA65.1 Black Штампованный;Trebl;9695T;4;3976.00;6.5;16;4;108;;31;65.1;;Штампованный;Black;410;410;170;9700;легковые;00000023090;;;0;Черный и комбинации;00000023090;https://lk.selectyre.ru/media/wheels/big/trebl/9695t_27973.jpg;a7f3652068d4821d19b418a01feebc331e4e4585;https://lk.selectyre.ru/media/wheels/big/trebl/9695t_27973.jpg;a7f3652068d4821d19b418a01feebc331e4e4585;zapaska_novosibirsk;Новосибирск
w447321;9112729;Trebl X40008 6.5x16 5*114.3 ET45 DIA66.1 Black Штампованный;Trebl;X40008;6;3123.00;6.5;16;5;114.3;;45;66.1;;Штампованный;Black;410;410;170;9700;легковые;00000015404;;;0;Черный и комбинации;00000015404;https://lk.selectyre.ru/media/wheels/big/trebl/x40008_28844.jpg;3fd64c992fafe762c868a61adc026f813eb04a04;https://lk.selectyre.ru/media/wheels/big/trebl/x40008_28844.jpg;3fd64c992fafe762c868a61adc026f813eb04a04;zapaska_novosibirsk;Новосибирск
w447644;WHS207544;K&K КС777 6x15 4*100 ET48 DIA54.1 Сильвер Литой;K&K;КС777;8;7033.00;6;15;4;100;;48;54.1;;Литой;Сильвер;390;390;150;8000;легковые;WHS207544;;;0;Серебристый;WHS207544;https://lk.selectyre.ru/media/wheels/big/kk/ks777_31908.jpg;861a876f05a3318fc0b0b14aee77a32e3943b8d1;https://lk.selectyre.ru/media/wheels/big/kk/ks777_31908.jpg;861a876f05a3318fc0b0b14aee77a32e3943b8d1;fortochki_novosibirsk;Новосибирск
w447645;WHS213297;K&K КС778 6x16 5*114.3 ET43 DIA67.1 Сильвер Литой;K&K;КС778;4;7938.00;6;16;5;114.3;;43;67.1;;Литой;Сильвер;410;410;150;10000;легковые;WHS213297;;;0;Серебристый;WHS213297;https://lk.selectyre.ru/media/wheels/big/kk/ks778_94744.png;2b9d5078e6ac2e6bc55f815aacf6e9dfb58e790f;https://lk.selectyre.ru/media/wheels/big/kk/ks778_94744.png;2b9d5078e6ac2e6bc55f815aacf6e9dfb58e790f;fortochki_novosibirsk;Новосибирск
w447697;WHS112561;iFree Moskva 6.5x16 5*114.3 ET45 DIA67.1 Нео-классик Литой;iFree;Moskva;4;7434.00;6.5;16;5;114.3;;45;67.1;;Литой;Нео-классик;410;410;170;10000;легковые;WHS112561;;;0;Серебристый;WHS112561;https://lk.selectyre.ru/media/wheels/big/ifree/moskva_85995.png;b7d04c2f0655f04bc8cba8e7760f1a27dfc452de;https://lk.selectyre.ru/media/wheels/big/ifree/moskva_85995.png;b7d04c2f0655f04bc8cba8e7760f1a27dfc452de;fortochki_novosibirsk;Новосибирск
w447698;306511;iFree Moskva 6.5x16 5*114.3 ET45 DIA67.1 Хай Вэй Литой;iFree;Moskva;4;7436.00;6.5;16;5;114.3;;45;67.1;;Литой;Хай Вэй;410;410;170;10000;легковые;КА-00029367;;;0;Серый;КА-00029367;https://lk.selectyre.ru/media/wheels/big/ifree/moskva_32749.png;dad3aba206bfcb6904169ade2094dba37403bdc2;https://lk.selectyre.ru/media/wheels/big/ifree/moskva_32749.png;dad3aba206bfcb6904169ade2094dba37403bdc2;zapaska_novosibirsk;Новосибирск
w447700;306516;iFree Moskva 6.5x16 5*114.3 ET50 DIA67.1 Хай Вэй Литой;iFree;Moskva;8;7436.00;6.5;16;5;114.3;;50;67.1;;Литой;Хай Вэй;410;410;170;10000;легковые;КА-00040899;;;0;Серый;КА-00040899;https://lk.selectyre.ru/media/wheels/big/ifree/moskva_32749.png;dad3aba206bfcb6904169ade2094dba37403bdc2;https://lk.selectyre.ru/media/wheels/big/ifree/moskva_32749.png;dad3aba206bfcb6904169ade2094dba37403bdc2;zapaska_novosibirsk;Новосибирск
w447703;306206;iFree Moskva 6.5x16 5*100 ET40 DIA67.1 Нео-классик Литой;iFree;Moskva;4;7436.00;6.5;16;5;100;;40;67.1;;Литой;Нео-классик;410;410;170;10000;легковые;КА-00039238;;;0;Серебристый;КА-00039238;https://lk.selectyre.ru/media/wheels/big/ifree/moskva_85995.png;b7d04c2f0655f04bc8cba8e7760f1a27dfc452de;https://lk.selectyre.ru/media/wheels/big/ifree/moskva_85995.png;b7d04c2f0655f04bc8cba8e7760f1a27dfc452de;zapaska_novosibirsk;Новосибирск
w447705;306214;iFree Moskva 6.5x16 5*100 ET48 DIA56.1 Нео-классик Литой;iFree;Moskva;4;7436.00;6.5;16;5;100;;48;56.1;;Литой;Нео-классик;410;410;170;10000;легковые;КА-00035269;;;0;Серебристый;КА-00035269;https://lk.selectyre.ru/media/wheels/big/ifree/moskva_85995.png;b7d04c2f0655f04bc8cba8e7760f1a27dfc452de;https://lk.selectyre.ru/media/wheels/big/ifree/moskva_85995.png;b7d04c2f0655f04bc8cba8e7760f1a27dfc452de;zapaska_novosibirsk;Новосибирск
w447706;306514;iFree Moskva 6.5x16 5*100 ET48 DIA56.1 Хай Вэй Литой;iFree;Moskva;4;7436.00;6.5;16;5;100;;48;56.1;;Литой;Хай Вэй;410;410;170;10000;легковые;00000024866;;;0;Серый;00000024866;https://lk.selectyre.ru/media/wheels/big/ifree/moskva_32749.png;dad3aba206bfcb6904169ade2094dba37403bdc2;https://lk.selectyre.ru/media/wheels/big/ifree/moskva_32749.png;dad3aba206bfcb6904169ade2094dba37403bdc2;zapaska_novosibirsk;Новосибирск
w447721;306502;iFree Moskva 6.5x16 5*114.3 ET35 DIA67.1 Хай Вэй Литой;iFree;Moskva;4;7436.00;6.5;16;5;114.3;;35;67.1;;Литой;Хай Вэй;410;410;170;10000;легковые;00000024810;;;0;Серый;00000024810;https://lk.selectyre.ru/media/wheels/big/ifree/moskva_32749.png;dad3aba206bfcb6904169ade2094dba37403bdc2;https://lk.selectyre.ru/media/wheels/big/ifree/moskva_32749.png;dad3aba206bfcb6904169ade2094dba37403bdc2;zapaska_novosibirsk;Новосибирск
w447724;306507;iFree Moskva 6.5x16 5*114.3 ET40 DIA66.1 Хай Вэй Литой;iFree;Moskva;7;7436.00;6.5;16;5;114.3;;40;66.1;;Литой;Хай Вэй;410;410;170;10000;легковые;00000024811;;;0;Серый;00000024811;https://lk.selectyre.ru/media/wheels/big/ifree/moskva_32749.png;dad3aba206bfcb6904169ade2094dba37403bdc2;https://lk.selectyre.ru/media/wheels/big/ifree/moskva_32749.png;dad3aba206bfcb6904169ade2094dba37403bdc2;zapaska_novosibirsk;Новосибирск
w447728;306817;iFree Moskva 6.5x16 5*114.3 ET50 DIA66.1 Блэк Джек Литой;iFree;Moskva;4;7989.00;6.5;16;5;114.3;;50;66.1;;Литой;Блэк Джек;410;410;170;10000;легковые;КА-00029375;;;0;Черный и комбинации;КА-00029375;https://lk.selectyre.ru/media/wheels/big/ifree/moskva_23396.png;711f323c43ef595ad0be313fdfcf443967a4c9b9;https://lk.selectyre.ru/media/wheels/big/ifree/moskva_23396.png;711f323c43ef595ad0be313fdfcf443967a4c9b9;zapaska_novosibirsk;Новосибирск
w447730;306517;iFree Moskva 6.5x16 5*114.3 ET50 DIA66.1 Хай Вэй Литой;iFree;Moskva;4;7436.00;6.5;16;5;114.3;;50;66.1;;Литой;Хай Вэй;410;410;170;10000;легковые;00000028104;;;0;Серый;00000028104;https://lk.selectyre.ru/media/wheels/big/ifree/moskva_32749.png;dad3aba206bfcb6904169ade2094dba37403bdc2;https://lk.selectyre.ru/media/wheels/big/ifree/moskva_32749.png;dad3aba206bfcb6904169ade2094dba37403bdc2;zapaska_novosibirsk;Новосибирск
w447750;674205;iFree Флайт 5.5x14 4*100 ET43 DIA60.1 Нео-классик Литой;iFree;Флайт;12;6882.00;5.5;14;4;100;;43;60.1;;Литой;Нео-классик;360;360;140;6500;легковые;КА-00046497;;;0;Серебристый;КА-00046497;https://lk.selectyre.ru/media/wheels/big/ifree/flayt_92135.png;9ab03fae7413d3d119b34e70189694ca991e4686;https://lk.selectyre.ru/media/wheels/big/ifree/flayt_92135.png;9ab03fae7413d3d119b34e70189694ca991e4686;zapaska_novosibirsk;Новосибирск
w447751;674206;iFree Флайт 5.5x14 4*100 ET45 DIA67.1 Нео-классик Литой;iFree;Флайт;8;6882.00;5.5;14;4;100;;45;67.1;;Литой;Нео-классик;360;360;140;6500;легковые;КА-00046499;;;0;Серебристый;КА-00046499;https://lk.selectyre.ru/media/wheels/big/ifree/flayt_92135.png;9ab03fae7413d3d119b34e70189694ca991e4686;https://lk.selectyre.ru/media/wheels/big/ifree/flayt_92135.png;9ab03fae7413d3d119b34e70189694ca991e4686;zapaska_novosibirsk;Новосибирск
w447782;2190205;Скад Турин 7x17 5*100 ET48 DIA56.1 Алмаз Литой;Скад;Турин;4;12860.00;7;17;5;100;;48;56.1;;Литой;Алмаз;440;440;180;11000;легковые;7103367;;;0;Черный и комбинации;7103367;https://lk.selectyre.ru/media/wheels/big/skad/turin_42351.png;2d73b857fc3408a73a7631a22192f91b5df24052;https://lk.selectyre.ru/media/wheels/big/skad/turin_42351.png;2d73b857fc3408a73a7631a22192f91b5df24052;brineks_novosibirsk-2;Новосибирск 2
w447783;WHS141890;Скад Турин 7x17 5*112 ET43 DIA57.1 Алмаз Литой;Скад;Турин;8;12278.00;7;17;5;112;;43;57.1;;Литой;Алмаз;440;440;180;11000;легковые;WHS141890;;;0;Черный и комбинации;WHS141890;https://lk.selectyre.ru/media/wheels/big/skad/turin_42351.png;2d73b857fc3408a73a7631a22192f91b5df24052;https://lk.selectyre.ru/media/wheels/big/skad/turin_42351.png;2d73b857fc3408a73a7631a22192f91b5df24052;fortochki_novosibirsk;Новосибирск
w447791;WHS141559;Скад Турин 7x17 5*114.3 ET39 DIA60.1 Селена Литой;Скад;Турин;4;11723.00;7;17;5;114.3;;39;60.1;;Литой;Селена;440;440;180;11000;легковые;WHS141559;;;0;Серебристый;WHS141559;https://lk.selectyre.ru/media/wheels/big/skad/turin_64824.png;3d8ce5022b6cedac58cc7c8f29e20c1627999ef7;https://lk.selectyre.ru/media/wheels/big/skad/turin_64824.png;3d8ce5022b6cedac58cc7c8f29e20c1627999ef7;fortochki_novosibirsk;Новосибирск
w447913;9112733;Trebl 9223 6.5x16 5*114.3 ET50 DIA67.1 Black Штампованный;Trebl;9223;28;3060.00;6.5;16;5;114.3;;50;67.1;;Штампованный;Black;410;410;170;9700;легковые;00000017551;;;0;Черный и комбинации;00000017551;https://lk.selectyre.ru/media/wheels/big/trebl/9223_46447.jpeg;8d831a18b005063a8c7fdf91a2e757c91d107817;https://lk.selectyre.ru/media/wheels/big/trebl/9223_46447.jpeg;8d831a18b005063a8c7fdf91a2e757c91d107817;zapaska_novosibirsk;Новосибирск
w447931;024248-040210014;Replay LR41 8.5x21 5*108 ET45 DIA63.3 Silver Литой;Replay;LR41;4;25659.00;8.5;21;5;108;;45;63.3;;Литой;Silver;540;540;220;19000;легковые;КА-00048399;;;0;Серебристый;КА-00048399;https://lk.selectyre.ru/media/wheels/big/replay/lr41_86103.jpeg;7606b5ae1ff20181e446beaf01f95b02434c41b1;https://lk.selectyre.ru/media/wheels/big/replay/lr41_86103.jpeg;7606b5ae1ff20181e446beaf01f95b02434c41b1;zapaska_novosibirsk;Новосибирск
w448072;67670;K&K Балеар 7.5x18 6*139.7 ET38 DIA100.1 Алмаз черный Литой;K&K;Балеар;4;14905.00;7.5;18;6;139.7;;38;100.1;;Литой;Алмаз черный;460;460;190;13000;легковые;7102287;;;0;Черный и комбинации;7102287;https://lk.selectyre.ru/media/wheels/big/kk/balear_45184.png;cd566fc3cfa1565319f33a65a5b8577da4099f55;https://lk.selectyre.ru/media/wheels/big/kk/balear_45184.png;cd566fc3cfa1565319f33a65a5b8577da4099f55;brineks_novosibirsk-2;Новосибирск 2
w448074;67671;K&K Балеар 7.5x18 6*139.7 ET38 DIA67.1 Алмаз черный Литой;K&K;Балеар;8;13571.00;7.5;18;6;139.7;;38;67.1;;Литой;Алмаз черный;460;460;190;13000;легковые;00000023119;;;0;Черный и комбинации;00000023119;https://lk.selectyre.ru/media/wheels/big/kk/balear_45184.png;cd566fc3cfa1565319f33a65a5b8577da4099f55;https://lk.selectyre.ru/media/wheels/big/kk/balear_45184.png;cd566fc3cfa1565319f33a65a5b8577da4099f55;zapaska_novosibirsk;Новосибирск
w448142;2151108;Скад Киото 6x15 4*100 ET40 DIA60.1 Селена Литой;Скад;Киото;4;9503.00;6;15;4;100;;40;60.1;;Литой;Селена;390;390;150;8000;легковые;7051444;;;0;Серебристый;7051444;https://lk.selectyre.ru/media/wheels/big/skad/kioto_62567.jpeg;b38ade6b1840849bf298aa8420035014e4ebcdc5;https://lk.selectyre.ru/media/wheels/big/skad/kioto_62567.jpeg;b38ade6b1840849bf298aa8420035014e4ebcdc5;brineks_novosibirsk-2;Новосибирск 2
w448147;WHS140776;Скад Киото 6x15 4*98 ET38 DIA58.6 Антрацит-алмаз Литой;Скад;Киото;7;9193.00;6;15;4;98;;38;58.6;;Литой;Антрацит-алмаз;390;390;150;8000;легковые;WHS140776;;;0;Серебристый;WHS140776;https://lk.selectyre.ru/media/wheels/big/skad/kioto_87251.jpg;a342cc9b80f1ba76f4edf60d01b6bc661e781f22;https://lk.selectyre.ru/media/wheels/big/skad/kioto_87251.jpg;a342cc9b80f1ba76f4edf60d01b6bc661e781f22;fortochki_novosibirsk;Новосибирск
w448148;WHS140777;Скад Киото 6x15 4*98 ET38 DIA58.6 Селена Литой;Скад;Киото;4;8648.00;6;15;4;98;;38;58.6;;Литой;Селена;390;390;150;8000;легковые;WHS140777;;;0;Серебристый;WHS140777;https://lk.selectyre.ru/media/wheels/big/skad/kioto_62567.jpeg;b38ade6b1840849bf298aa8420035014e4ebcdc5;https://lk.selectyre.ru/media/wheels/big/skad/kioto_62567.jpeg;b38ade6b1840849bf298aa8420035014e4ebcdc5;fortochki_novosibirsk;Новосибирск
w448149;2150120;Скад Киото 6x15 4*100 ET38 DIA67.1 Антрацит-алмаз Литой;Скад;Киото;8;9198.00;6;15;4;100;;38;67.1;;Литой;Антрацит-алмаз;390;390;150;8000;легковые;КА-00046905;;;0;Серебристый;КА-00046905;https://lk.selectyre.ru/media/wheels/big/skad/kioto_87251.jpg;a342cc9b80f1ba76f4edf60d01b6bc661e781f22;https://lk.selectyre.ru/media/wheels/big/skad/kioto_87251.jpg;a342cc9b80f1ba76f4edf60d01b6bc661e781f22;zapaska_novosibirsk;Новосибирск
w448176;9144844;Trebl X40029 6x15 5*100 ET40 DIA57.1 Black Штампованный;Trebl;X40029;28;2846.00;6;15;5;100;;40;57.1;;Штампованный;Black;390;390;150;9100;легковые;00000017287;;;0;Черный и комбинации;00000017287;https://lk.selectyre.ru/media/wheels/big/trebl/x40029_83659.jpg;6176691aa5d044495be54976e2b320504c7bc845;https://lk.selectyre.ru/media/wheels/big/trebl/x40029_83659.jpg;6176691aa5d044495be54976e2b320504c7bc845;zapaska_novosibirsk;Новосибирск
w448177;WHS501813;iFree Кazaнтип 7.5x18 5*114.3 ET50 DIA67.1 Хай Вэй Литой;iFree;Кazaнтип;4;11836.00;7.5;18;5;114.3;;50;67.1;;Литой;Хай Вэй;460;460;190;13000;легковые;WHS501813;;;0;Серый;WHS501813;https://lk.selectyre.ru/media/wheels/big/ifree/kazantip_10835.png;70e28df6ea13269ba096182853ff6ba8a96d84fb;https://lk.selectyre.ru/media/wheels/big/ifree/kazantip_10835.png;70e28df6ea13269ba096182853ff6ba8a96d84fb;fortochki_novosibirsk;Новосибирск
w448179;688202;iFree Кazaнтип 7.5x18 5*114.3 ET35 DIA67.1 Нео-классик Литой;iFree;Кazaнтип;4;11843.00;7.5;18;5;114.3;;35;67.1;;Литой;Нео-классик;460;460;190;13000;легковые;КА-00046762;;;0;Серебристый;КА-00046762;https://lk.selectyre.ru/media/wheels/big/ifree/kazantip_31717.png;d0f08b1e15567e1283a9ae354102d525905522ec;https://lk.selectyre.ru/media/wheels/big/ifree/kazantip_31717.png;d0f08b1e15567e1283a9ae354102d525905522ec;zapaska_novosibirsk;Новосибирск
w448192;688215;iFree Кazaнтип 7.5x18 5*114.3 ET50 DIA67.1 Нео-классик Литой;iFree;Кazaнтип;4;11843.00;7.5;18;5;114.3;;50;67.1;;Литой;Нео-классик;460;460;190;13000;легковые;КА-00029357;;;0;Серебристый;КА-00029357;https://lk.selectyre.ru/media/wheels/big/ifree/kazantip_31717.png;d0f08b1e15567e1283a9ae354102d525905522ec;https://lk.selectyre.ru/media/wheels/big/ifree/kazantip_31717.png;d0f08b1e15567e1283a9ae354102d525905522ec;zapaska_novosibirsk;Новосибирск
w448193;688212;iFree Кazaнтип 7.5x18 5*114.3 ET45 DIA67.1 Нео-классик Литой;iFree;Кazaнтип;8;11843.00;7.5;18;5;114.3;;45;67.1;;Литой;Нео-классик;460;460;190;13000;легковые;КА-00029354;;;0;Серебристый;КА-00029354;https://lk.selectyre.ru/media/wheels/big/ifree/kazantip_31717.png;d0f08b1e15567e1283a9ae354102d525905522ec;https://lk.selectyre.ru/media/wheels/big/ifree/kazantip_31717.png;d0f08b1e15567e1283a9ae354102d525905522ec;zapaska_novosibirsk;Новосибирск
w448195;688208;iFree Кazaнтип 7.5x18 5*114.3 ET40 DIA66.1 Нео-классик Литой;iFree;Кazaнтип;4;11843.00;7.5;18;5;114.3;;40;66.1;;Литой;Нео-классик;460;460;190;13000;легковые;КА-00029352;;;0;Серебристый;КА-00029352;https://lk.selectyre.ru/media/wheels/big/ifree/kazantip_31717.png;d0f08b1e15567e1283a9ae354102d525905522ec;https://lk.selectyre.ru/media/wheels/big/ifree/kazantip_31717.png;d0f08b1e15567e1283a9ae354102d525905522ec;zapaska_novosibirsk;Новосибирск
w448485;084172-160728009;Replay LX97 8.5x21 5*150 ET54 DIA110.1 GMF Литой;Replay;LX97;4;30476.00;8.5;21;5;150;;54;110.1;;Литой;GMF;540;540;220;19000;легковые;КА-00024820;;;0;Серый;КА-00024820;https://lk.selectyre.ru/media/wheels/big/replay/lx97_93752.jpg;51834e5635c80595de752f0972d6fc9e9df7305f;https://lk.selectyre.ru/media/wheels/big/replay/lx97_93752.jpg;51834e5635c80595de752f0972d6fc9e9df7305f;zapaska_novosibirsk;Новосибирск
